caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1949-077,1949-077-01,1949-077-01-01,1949-077-01-01-01,5/15/1950,opinion of the court (orally argued),339 U.S. 542,70 S. Ct. 806,94 L. Ed. 2d 1053,1950 U.S. LEXIS 2490,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,118,"CAPITOL GREYHOUND LINES ET AL. v. BRICE, COMMISSIONER OF MOTOR VEHICLES",12/5/1949,,bus or motorized passenger transportation vehicle,,"governmental official, or an official of an agency established under an interstate compact",Maryland,appeal,,,no mention that a 3-judge ct heard case,State Trial Court,25,State Supreme Court,Maryland,no mention that dissent occurred,case did not arise on cert or cert not granted,reversed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,state or local government tax,Economic Activity,liberal,dissent in opposite direction,judicial review (state level),,Constitution,"Article I, Section 8, Paragraph 3 (interstate commerce clause)",,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,2
1949-078,1949-078-01,1949-078-01-01,1949-078-01-01-01,5/15/1950,opinion of the court (orally argued),339 U.S. 563,70 S. Ct. 826,94 L. Ed. 2d 1067,1950 U.S. LEXIS 2526,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,434,"NATIONAL LABOR RELATIONS BOARD v. MEXIA TEXTILE MILLS, INC.",4/18/1950,,"National Labor Relations Board, or regional office or officer",,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,cert,"National Labor Relations Board, or regional office or officer",,no mention that a 3-judge ct heard case,"U.S. Court of Appeals, Fifth Circuit",,"U.S. Court of Appeals, Fifth Circuit",,no mention that dissent occurred,putative conflict,vacated and remanded,liberal,no declaration of unconstitutionality,vacated,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial review of administrative agency's or administrative official's actions and procedures,Judicial Power,conservative,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Federal Statute,"National Labor Relations, as amended",,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1949-079,1949-079-01,1949-079-01-01,1949-079-01-01-01,5/15/1950,opinion of the court (orally argued),339 U.S. 577,70 S. Ct. 830,94 L. Ed. 2d 1077,1950 U.S. LEXIS 2527,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,435,NATIONAL LABOR RELATIONS BOARD v. POOL MANUFACTURING CO.,4/18/1950,,"National Labor Relations Board, or regional office or officer",,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,cert,"National Labor Relations Board, or regional office or officer",,no mention that a 3-judge ct heard case,"U.S. Court of Appeals, Fifth Circuit",,"U.S. Court of Appeals, Fifth Circuit",,no mention that dissent occurred,no reason given,vacated and remanded,liberal,no declaration of unconstitutionality,vacated,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial review of administrative agency's or administrative official's actions and procedures,Judicial Power,conservative,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Federal Statute,"National Labor Relations, as amended",,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1949-080,1949-080-01,1949-080-01-01,1949-080-01-01-01,5/15/1950,opinion of the court (orally argued),339 U.S. 583,70 S. Ct. 820,94 L. Ed. 2d 1081,1950 U.S. LEXIS 2596,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,445,"BROWN SHOE CO., INC. v. COMMISSIONER OF INTERNAL REVENUE",4/5/1950,,"taxpayer or executor of taxpayer's estate, federal only",,"Internal Revenue Service, Collector, Commissioner, or District Director of",,cert,"Internal Revenue Service, Collector, Commissioner, or District Director of",,no mention that a 3-judge ct heard case,U.S. Tax Court,,"U.S. Court of Appeals, Eighth Circuit",,no mention that dissent occurred,putative conflict,affirmed and reversed (or vacated) in part,liberal,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"federal taxation, typically under provisions of the Internal Revenue Code",Federal Taxation,conservative,dissent in opposite direction,statutory construction,,Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,1
1949-081,1949-081-01,1949-081-01-01,1949-081-01-01-01,5/29/1950,opinion of the court (orally argued),339 U.S. 594,70 S. Ct. 870,94 L. Ed. 2d 1088,1950 U.S. LEXIS 1924,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,568,"EWING, FEDERAL SECURITY ADMINISTRATOR, ET AL. v. MYTINGER & CASSELBERRY, INC.",4/19/1950,,Food and Drug Administration,,"food, meat packing, or processing company, stockyard",,appeal,Food and Drug Administration,,3-judge district ct heard case,District Of Columbia U.S. District Court,10,District Of Columbia U.S. District Court,District of Columbia,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),Due Process,conservative,dissent in opposite direction,judicial review (national level),,Constitutional Amendment,Fifth Amendment (due process),,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,2
1949-082,1949-082-01,1949-082-01-01,1949-082-01-01-01,5/29/1950,opinion of the court (orally argued),339 U.S. 605,70 S. Ct. 854,94 L. Ed. 2d 1097,1950 U.S. LEXIS 2608,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,2,"GRAVER TANK & MFG. CO., INC. ET AL. v. LINDE AIR PRODUCTS CO.",1/5/1949,3/30/1950,manufacturer,,"inventor, patent assigner, trademark owner or holder",,rehearing or restored to calendar for reargument,,,no mention that a 3-judge ct heard case,Indiana Northern U.S. District Court,18,"U.S. Court of Appeals, Seventh Circuit",,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed and reversed (or vacated) in part,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,patents and copyrights: patent,Economic Activity,conservative,dissent in opposite direction,federal common law,,,,,"RHJackson 	Jackson, Robert ( 07/11/1941 - 10/09/1954 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,2
1949-083,1949-083-01,1949-083-01-01,1949-083-01-01-01,6/5/1950,opinion of the court (orally argued),339 U.S. 619,70 S. Ct. 905,94 L. Ed. 2d 1108,1950 U.S. LEXIS 2625,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,384,COMMISSIONER OF INTERNAL REVENUE v. KORELL,2/7/1950,,"Internal Revenue Service, Collector, Commissioner, or District Director of",,"taxpayer or executor of taxpayer's estate, federal only",,cert,"Internal Revenue Service, Collector, Commissioner, or District Director of",,no mention that a 3-judge ct heard case,U.S. Tax Court,,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,federal court conflict,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"federal taxation, typically under provisions of the Internal Revenue Code",Federal Taxation,conservative,dissent in opposite direction,statutory construction,,Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,1
1949-084,1949-084-01,1949-084-01-01,1949-084-01-01-01,6/5/1950,opinion of the court (orally argued),339 U.S. 629,70 S. Ct. 848,94 L. Ed. 2d 1114,1950 U.S. LEXIS 1809,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,44,SWEATT v. PAINTER et al.,4/4/1950,,racial or ethnic minority student or applicant for admission to an educational institution,,State,Texas,cert,,,no mention that a 3-judge ct heard case,State Trial Court,51,State Supreme Court,Texas,no mention that dissent occurred,to resolve important or significant question,petition denied or appeal dismissed,conservative,"state or territorial law, reg, or const provision unconstitutional",reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"desegregation, schools",Civil Rights,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (equal protection),,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1949-085,1949-085-01,1949-085-01-01,1949-085-01-01-01,6/5/1950,opinion of the court (orally argued),339 U.S. 637,70 S. Ct. 851,94 L. Ed. 2d 1149,1950 U.S. LEXIS 1810,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,34,MCLAURIN v. OKLAHOMA STATE REGENTS FOR HIGHER EDUCATION et al.,4/3/1950,,racial or ethnic minority student or applicant for admission to an educational institution,,state college or university,Oklahoma,appeal,,,3-judge district ct heard case,Oklahoma Western U.S. District Court,42,Oklahoma Western U.S. District Court,Oklahoma,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,"state or territorial law, reg, or const provision unconstitutional",reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"desegregation, schools",Civil Rights,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (equal protection),,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1949-086,1949-086-01,1949-086-01-01,1949-086-01-01-01,6/5/1950,opinion of the court (orally argued),339 U.S. 643,70 S. Ct. 927,94 L. Ed. 2d 1154,1950 U.S. LEXIS 1811,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,76,TRAVELERS HEALTH ASSOCIATION ET AL. v. VIRGINIA EX REL. STATE CORPORATION COMMISSION,11/15/1949,4/17/1950,"insurance company, or surety",,State,Virginia,appeal,State Agency,Virginia,no mention that a 3-judge ct heard case,State Supreme Court,55,State Supreme Court,Virginia,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,due process: jurisdiction (jurisdiction over non-resident litigants),Due Process,conservative,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (due process),,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,4
1949-087,1949-087-01,1949-087-01-01,1949-087-01-01-01,6/5/1950,opinion of the court (orally argued),339 U.S. 660,70 S. Ct. 910,94 L. Ed. 2d 1188,1950 U.S. LEXIS 1812,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,33,QUICKSALL v. MICHIGAN,2/6/1950,,person convicted of crime,,State,Michigan,cert,,,no mention that a 3-judge ct heard case,State Trial Court,27,State Supreme Court,Michigan,no mention that dissent occurred,other reason,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,right to counsel (cf. indigents appointment of counsel or inadequate representation),Criminal Procedure,conservative,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Sixth Amendment (right to counsel),,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,1
1949-088,1949-088-01,1949-088-01-01,1949-088-01-01-01,6/5/1950,opinion of the court (orally argued),339 U.S. 667,70 S. Ct. 876,94 L. Ed. 2d 1194,1950 U.S. LEXIS 1813,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,221,SKELLY OIL CO. ET AL. v. PHILLIPS PETROLEUM CO.,12/9/1949,,"oil company, or natural gas producer",,"oil company, or natural gas producer",,cert,Federal Power Commission,,no mention that a 3-judge ct heard case,Oklahoma Northern U.S. District Court,42,"U.S. Court of Appeals, Tenth Circuit",,no mention that dissent occurred,to resolve question presented,affirmed,liberal,no declaration of unconstitutionality,vacated and remanded,unusual disposition,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial administration: jurisdiction or authority of federal district courts or territorial courts,Judicial Power,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,28 U.S.C. € 2201,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )",first vote on issue/legal provision,5,3
